Event,Team,DP Rank,Qual Rank,Alliance #,Alliance Pick,Qual DP,Alliance DP,Playoff DP,Awards DP,Total DP,,,,
2018cada,frc6039,50,51,-1,-1,9,0,0,0,9,,,,
2018cada,frc7057,51,49,-1,-1,9,0,0,0,9,,,,
2018cada,frc852,52,50,-1,-1,9,0,0,0,9,,,,
2018cada,frc2085,53,55,-1,-1,8,0,0,0,8,,,,
2018cada,frc6059,54,54,-1,-1,8,0,0,0,8,,,,
2018cada,frc6238,55,53,-1,-1,8,0,0,0,8,,,,
2018cada,frc2073,56,56,-1,-1,7,0,0,0,7,,,,
2018cada,frc5250,57,57,-1,-1,7,0,0,0,7,,,,
2018cada,frc100,58,60,-1,-1,6,0,0,0,6,,,,
2018cada,frc6305,59,61,-1,-1,6,0,0,0,6,,,,
2018cada,frc3189,60,63,-1,-1,5,0,0,0,5,,,,
2018cada,frc3257,61,62,-1,-1,5,0,0,0,5,,,,
2018cada,frc7308,62,64,-1,-1,4,0,0,0,4,,,,
2018cada,frc3303,63,65,-1,-1,3,0,0,0,3,,,,
2018cafr,frc1678,1,1,1,1,22,16,30,5,73,1,1,,
2018cafr,frc1323,2,2,1,2,21,16,30,5,72,2,2,,
2018cafr,frc1538,3,3,2,1,20,15,20,5,60,3,3,,
2018cafr,frc1197,4,4,2,2,20,15,20,0,55,4,,,
2018cafr,frc4698,5,20,1,3,14,1,30,0,45,,20,,
2018cafr,frc5817,6,27,4,2,12,13,10,8,43,,,,
2018cafr,frc5026,7,10,6,2,17,11,10,5,43,,,,
2018cafr,frc649,8,6,4,1,19,13,10,0,42,,,,
2018cafr,frc3970,9,8,6,1,18,11,10,0,39,,,,
2018cafr,frc5104,10,24,2,3,13,2,20,0,35,,,,
2018cafr,frc1671,11,19,4,3,14,4,10,5,33,,,,
2018cafr,frc696,12,5,3,1,19,14,0,0,33,,,,
2018cafr,frc5458,13,9,3,2,17,14,0,0,31,,,,
2018cafr,frc5700,14,11,7,1,16,10,0,5,31,,,,
2018cafr,frc1388,15,7,5,1,18,12,0,0,30,,,,
2018cafr,frc3495,16,23,5,2,13,12,0,5,30,,,,
2018cafr,frc2085,17,18,8,3,14,8,0,5,27,,,,
2018cafr,frc2854,18,36,6,3,9,6,10,0,25,,,,
2018cafr,frc1662,19,16,8,2,15,9,0,0,24,,,,
2018cafr,frc2643,20,21,7,3,13,7,0,0,20,,,,
2018cafr,frc7057,21,31,-1,-1,11,0,0,8,19,,,,
2018cafr,frc3303,22,22,5,3,13,5,0,0,18,,,,
2018cafr,frc3189,23,28,-1,-1,12,0,0,5,17,,,,
2018cafr,frc2813,24,13,-1,-1,16,0,0,0,16,,,,
2018cafr,frc6804,25,30,-1,-1,11,0,0,5,16,,,,
2018cafr,frc5419,26,14,-1,-1,15,0,0,0,15,,,,
2018cafr,frc6657,27,17,-1,-1,15,0,0,0,15,,,,
2018cafr,frc972,28,34,3,3,10,3,0,0,13,,,,
2018cafr,frc2443,29,26,-1,-1,12,0,0,0,12,,,,
2018cafr,frc4160,30,25,-1,-1,12,0,0,0,12,,,,
2018cafr,frc3859,31,29,-1,-1,11,0,0,0,11,,,,
2018cafr,frc299,32,32,-1,-1,10,0,0,0,10,,,,
2018cafr,frc3045,33,35,-1,-1,10,0,0,0,10,,,,
2018cafr,frc6506,34,33,-1,-1,10,0,0,0,10,,,,
2018cafr,frc5134,35,37,-1,-1,9,0,0,0,9,,,,
2018cafr,frc5274,36,38,-1,-1,9,0,0,0,9,,,,
2018cafr,frc6926,37,40,-1,-1,8,0,0,0,8,,,,
2018cafr,frc766,38,39,-1,-1,8,0,0,0,8,,,,
2018cafr,frc6699,39,41,-1,-1,7,0,0,0,7,,,,
2018cafr,frc692,40,42,-1,-1,7,0,0,0,7,,,,
2018cafr,frc1422,41,44,-1,-1,6,0,0,0,6,,,,
2018cafr,frc295,42,43,-1,-1,6,0,0,0,6,,,,
2018cafr,frc5852,43,45,-1,-1,5,0,0,0,5,,,,
2018cafr,frc7096,44,46,-1,-1,5,0,0,0,5,,,,
2018cafr,frc6711,45,47,-1,-1,4,0,0,0,4,,,,
2018cair,frc5805,1,4,3,1,20,14,30,0,64,4,4,,
2018cair,frc3476,2,2,1,2,21,16,20,5,62,2,,,
2018cair,frc3473,3,12,3,2,17,14,30,0,61,12,12,,
2018cair,frc812,4,11,3,3,17,3,30,5,55,11,11,,
2018cair,frc5802,5,5,4,1,19,13,10,5,47,,,,
2018cair,frc1836,6,9,4,2,18,13,10,5,46,,,,
2018cair,frc5810,7,15,2,2,16,15,10,0,41,,,,
2018cair,frc6955,8,26,1,3,13,1,20,5,39,,,,
2018cair,frc294,9,6,5,1,19,12,0,5,36,,,,
2018cair,frc7157,10,28,4,3,12,4,10,8,34,,,,
2018cair,frc4415,11,14,5,2,16,12,0,5,33,,,,
2018cair,frc4322,12,7,6,1,18,11,0,0,29,,,,
2018cair,frc2496,13,8,7,1,18,10,0,0,28,,,,
2018cair,frc207,14,13,7,3,16,7,0,5,28,,,,
2018cair,frc4999,15,37,6,2,10,11,0,5,26,,,,
2018cair,frc5477,16,10,8,1,17,9,0,0,26,,,,
2018cair,frc6072,17,31,2,3,12,2,10,0,24,,,,
2018cair,frc4079,18,21,7,2,14,10,0,0,24,,,,
2018cair,frc5137,19,23,8,2,13,9,0,0,22,,,,
2018cair,frc5209,20,24,8,3,13,8,0,0,21,,,,
2018cair,frc4276,21,20,5,3,14,5,0,0,19,,,,
2018cair,frc5857,22,33,6,3,11,6,0,0,17,,,,
2018cair,frc1159,23,18,-1,-1,15,0,0,0,15,,,,
2018cair,frc4619,24,19,-1,-1,15,0,0,0,15,,,,
2018cair,frc7230,25,17,-1,-1,15,0,0,0,15,,,,
2018cair,frc7322,26,16,-1,-1,15,0,0,0,15,,,,
2018cair,frc5835,27,22,-1,-1,14,0,0,0,14,,,,
2018cair,frc6535,28,25,-1,-1,13,0,0,0,13,,,,
2018cair,frc5512,29,43,-1,-1,8,0,0,5,13,,,,
2018cair,frc3491,30,29,-1,-1,12,0,0,0,12,,,,
2018cair,frc5966,31,27,-1,-1,12,0,0,0,12,,,,
2018cair,frc6499,32,30,-1,-1,12,0,0,0,12,,,,
2018cair,frc4141,33,32,-1,-1,11,0,0,0,11,,,,
2018cair,frc6904,34,34,-1,-1,11,0,0,0,11,,,,
2018cair,frc3470,35,38,-1,-1,10,0,0,0,10,,,,
2018cair,frc3759,36,35,-1,-1,10,0,0,0,10,,,,
2018cair,frc6220,37,36,-1,-1,10,0,0,0,10,,,,
2018cair,frc5500,38,40,-1,-1,9,0,0,0,9,,,,
2018cair,frc5877,39,41,-1,-1,9,0,0,0,9,,,,
2018cair,frc7025,40,39,-1,-1,9,0,0,0,9,,,,
2018cair,frc6554,41,52,-1,-1,4,0,0,5,9,,,,
2018cair,frc4056,42,42,-1,-1,8,0,0,0,8,,,,
2018cair,frc6692,43,44,-1,-1,8,0,0,0,8,,,,
2018cair,frc4114,44,46,-1,-1,7,0,0,0,7,,,,
2018cair,frc5634,45,45,-1,-1,7,0,0,0,7,,,,
2018cair,frc7042,46,47,-1,-1,7,0,0,0,7,,,,
2018cair,frc299,47,49,-1,-1,6,0,0,0,6,,,,
2018cair,frc4161,48,48,-1,-1,6,0,0,0,6,,,,
2018cair,frc6960,49,50,-1,-1,5,0,0,0,5,,,,
2018cair,frc3295,50,51,-1,-1,4,0,0,0,4,,,,
2018capo,frc330,1,7,1,2,18,16,30,5,69,7,7,,
2018capo,frc5802,2,1,1,1,22,16,30,0,68,1,1,,
2018capo,frc968,3,13,3,2,16,14,20,8,58,13,,,
2018capo,frc5818,4,4,3,1,20,14,20,0,54,4,4,,
2018capo,frc3512,5,2,2,1,21,15,10,5,51,,,,
2018capo,frc2584,6,16,1,3,15,1,30,0,46,,16,,
2018capo,frc687,7,3,2,2,21,15,10,0,46,,,,
2018capo,frc1726,8,9,5,2,18,12,10,5,45,,,,
2018capo,frc5124,9,6,5,1,19,12,10,0,41,,,,
2018capo,frc6833,10,15,7,2,16,10,0,8,34,,,,
2018capo,frc1197,11,5,4,1,19,13,0,0,32,,,,
2018capo,frc1452,12,22,2,3,14,2,10,5,31,,,,
2018capo,frc4972,13,12,4,2,17,13,0,0,30,,,,
2018capo,frc7051,14,8,6,1,18,11,0,0,29,,,,
2018capo,frc4,15,44,5,3,8,5,10,5,28,,,,
2018capo,frc5285,16,10,7,1,17,10,0,0,27,,,,
2018capo,frc4019,17,11,8,1,17,9,0,0,26,,,,
2018capo,frc599,18,21,6,2,14,11,0,0,25,,,,
2018capo,frc2710,19,14,8,2,16,9,0,0,25,,,,
2018capo,frc580,20,17,8,3,15,8,0,0,23,,,,
2018capo,frc1515,21,32,6,3,12,6,0,5,23,,,,
2018capo,frc696,22,25,4,3,13,4,0,5,22,,,,
2018capo,frc589,23,20,-1,-1,14,0,0,5,19,,,,
2018capo,frc7042,24,23,-1,-1,14,0,0,5,19,,,,
2018capo,frc3863,25,36,7,3,11,7,0,0,18,,,,
2018capo,frc5851,26,27,-1,-1,13,0,0,5,18,,,,
2018capo,frc702,27,31,-1,-1,12,0,0,5,17,,,,
2018capo,frc2404,28,19,-1,-1,15,0,0,0,15,,,,
2018capo,frc4141,29,24,-1,-1,13,0,0,0,13,,,,
2018capo,frc6668,30,26,-1,-1,13,0,0,0,13,,,,
2018capo,frc3408,31,30,-1,-1,12,0,0,0,12,,,,
2018capo,frc4913,32,29,-1,-1,12,0,0,0,12,,,,
2018capo,frc691,33,28,-1,-1,12,0,0,0,12,,,,
2018capo,frc2493,34,48,-1,-1,7,0,0,5,12,,,,
2018capo,frc4123,35,33,-1,-1,11,0,0,0,11,,,,
2018capo,frc5669,36,35,-1,-1,11,0,0,0,11,,,,
2018capo,frc5765,37,34,-1,-1,11,0,0,0,11,,,,
2018capo,frc1759,38,39,-1,-1,10,0,0,0,10,,,,
2018capo,frc3952,39,37,-1,-1,10,0,0,0,10,,,,
2018capo,frc5089,40,38,-1,-1,10,0,0,0,10,,,,
2018capo,frc6915,41,40,-1,-1,10,0,0,0,10,,,,
2018capo,frc4763,42,41,-1,-1,9,0,0,0,9,,,,
2018capo,frc6000,43,42,-1,-1,9,0,0,0,9,,,,
2018capo,frc848,44,43,-1,-1,9,0,0,0,9,,,,
2018capo,frc6658,45,46,-1,-1,8,0,0,0,8,,,,
2018capo,frc7185,46,45,-1,-1,8,0,0,0,8,,,,
2018capo,frc5510,47,47,-1,-1,7,0,0,0,7,,,,
2018capo,frc606,48,49,-1,-1,7,0,0,0,7,,,,
2018capo,frc4964,49,50,-1,-1,6,0,0,0,6,,,,
2018capo,frc6938,50,51,-1,-1,6,0,0,0,6,,,,
2018capo,frc5107,51,52,-1,-1,5,0,0,0,5,,,,
2018capo,frc2496,52,53,-1,-1,4,0,0,0,4,,,,
2018capo,frc867,53,54,-1,-1,4,0,0,0,4,,,,
2018casd,frc2659,1,1,1,1,22,16,30,5,73,1,1,,
2018casd,frc1538,2,7,1,2,19,16,30,5,70,7,7,,
2018casd,frc3128,3,6,6,1,19,11,20,5,55,6,6,,
2018casd,frc597,4,26,1,3,14,1,30,5,50,26,26,,
2018casd,frc2102,5,37,6,2,12,11,20,5,48,,,,
2018casd,frc624,6,12,5,2,17,12,10,5,44,,,,
2018casd,frc1572,7,8,7,1,19,10,10,5,44,,,,
2018casd,frc3255,8,5,5,1,20,12,10,0,42,,,,
2018casd,frc3882,9,45,6,3,10,6,20,5,41,,,,
2018casd,frc2984,10,13,7,2,17,10,10,0,37,,,,
2018casd,frc3256,11,21,7,3,15,7,10,5,37,,,,
2018casd,frc2839,12,2,2,1,22,15,0,0,37,,,,
2018casd,frc4984,13,3,3,1,21,14,0,0,35,,,,
2018casd,frc2658,14,9,2,2,18,15,0,0,33,,,,
2018casd,frc3749,15,4,4,1,20,13,0,0,33,,,,
2018casd,frc5429,16,16,5,3,16,5,10,0,31,,,,
2018casd,frc3647,17,11,4,2,18,13,0,0,31,,,,
2018casd,frc4201,18,14,8,1,17,9,0,0,26,,,,
2018casd,frc5012,19,20,8,2,15,9,0,0,24,,,,
2018casd,frc4486,20,18,4,3,16,4,0,0,20,,,,
2018casd,frc2543,21,40,8,3,11,8,0,0,19,,,,
2018casd,frc6885,22,48,-1,-1,10,0,0,8,18,,,,
2018casd,frc3021,23,25,2,3,14,2,0,0,16,,,,
2018casd,frc3341,24,19,-1,-1,16,0,0,0,16,,,,
2018casd,frc3473,25,15,-1,-1,16,0,0,0,16,,,,
2018casd,frc3953,26,17,-1,-1,16,0,0,0,16,,,,
2018casd,frc6920,27,43,-1,-1,11,0,0,5,16,,,,
2018casd,frc6659,28,22,-1,-1,15,0,0,0,15,,,,
2018casd,frc6695,29,23,-1,-1,15,0,0,0,15,,,,
2018casd,frc1972,30,27,-1,-1,14,0,0,0,14,,,,
2018casd,frc3965,31,28,-1,-1,14,0,0,0,14,,,,
2018casd,frc1280,32,31,-1,-1,13,0,0,0,13,,,,
2018casd,frc2613,33,29,-1,-1,13,0,0,0,13,,,,
2018casd,frc2827,34,30,-1,-1,13,0,0,0,13,,,,
2018casd,frc4160,35,32,-1,-1,13,0,0,0,13,,,,
2018casd,frc4919,36,33,-1,-1,13,0,0,0,13,,,,
2018casd,frc3328,37,34,-1,-1,12,0,0,0,12,,,,
2018casd,frc4014,38,38,-1,-1,12,0,0,0,12,,,,
2018casd,frc4616,39,35,-1,-1,12,0,0,0,12,,,,
2018casd,frc6755,40,36,-1,-1,12,0,0,0,12,,,,
2018casd,frc6995,41,39,-1,-1,12,0,0,0,12,,,,
2018casd,frc4139,42,42,-1,-1,11,0,0,0,11,,,,
2018casd,frc6382,43,44,-1,-1,11,0,0,0,11,,,,
2018casd,frc6515,44,41,-1,-1,11,0,0,0,11,,,,
2018casd,frc5627,45,60,-1,-1,6,0,0,5,11,,,,
2018casd,frc4270,46,46,-1,-1,10,0,0,0,10,,,,
2018casd,frc5477,47,47,-1,-1,10,0,0,0,10,,,,
2018casd,frc1661,48,50,-1,-1,9,0,0,0,9,,,,
2018casd,frc3045,49,49,-1,-1,9,0,0,0,9,,,,
2018casd,frc5137,50,51,-1,-1,9,0,0,0,9,,,,
2018casd,frc5199,51,52,-1,-1,9,0,0,0,9,,,,
2018casd,frc5209,52,53,-1,-1,9,0,0,0,9,,,,
2018casd,frc2576,53,54,-1,-1,8,0,0,0,8,,,,
2018casd,frc4711,54,56,-1,-1,8,0,0,0,8,,,,
2018casd,frc4738,55,55,-1,-1,8,0,0,0,8,,,,
2018casd,frc1266,56,59,-1,-1,7,0,0,0,7,,,,
2018casd,frc5025,57,57,-1,-1,7,0,0,0,7,,,,
2018casd,frc6821,58,58,-1,-1,7,0,0,0,7,,,,
2018casd,frc5474,59,61,-1,-1,6,0,0,0,6,,,,
2018casd,frc812,60,62,-1,-1,6,0,0,0,6,,,,
2018casd,frc5514,61,63,-1,-1,5,0,0,0,5,,,,
2018casd,frc7249,62,64,-1,-1,5,0,0,0,5,,,,
2018casd,frc3704,63,65,-1,-1,4,0,0,0,4,,,,
2018casd,frc4583,64,66,-1,-1,3,0,0,0,3,,,,
2018casf,frc973,1,1,1,1,22,16,30,5,73,1,1,,
2018casf,frc971,2,4,1,2,20,16,30,0,66,4,4,,
2018casf,frc2383,3,11,2,2,16,15,20,5,56,11,,,
2018casf,frc5026,4,3,3,1,20,14,10,5,49,3,,,
2018casf,frc649,5,6,3,2,18,14,10,5,47,,,,
2018casf,frc5499,6,5,4,1,19,13,10,5,47,,,,
2018casf,frc199,7,12,4,2,16,13,10,5,44,,,,
2018casf,frc972,8,30,1,3,10,1,30,0,41,,30,,
2018casf,frc100,9,28,2,3,11,2,20,0,33,,,,
2018casf,frc2489,10,7,5,1,18,12,0,0,30,,,,
2018casf,frc6036,11,17,4,3,14,4,10,0,28,,,,
2018casf,frc5507,12,13,3,3,15,3,10,0,28,,,,
2018casf,frc6418,13,8,6,1,17,11,0,0,28,,,,
2018casf,frc4159,14,9,7,1,17,10,0,0,27,,,,
2018casf,frc2854,15,34,7,2,9,10,0,8,27,,,,
2018casf,frc5940,16,18,5,2,14,12,0,0,26,,,,
2018casf,frc2551,17,22,6,2,13,11,0,0,24,,,,
2018casf,frc5700,18,20,5,3,13,5,0,5,23,,,,
2018casf,frc4904,19,19,8,3,14,8,0,0,22,,,,
2018casf,frc5104,20,14,7,3,15,7,0,0,22,,,,
2018casf,frc5924,21,27,8,2,11,9,0,0,20,,,,
2018casf,frc6415,22,23,6,3,12,6,0,0,18,,,,
2018casf,frc7137,23,31,-1,-1,10,0,0,8,18,,,,
2018casf,frc5993,24,24,-1,-1,12,0,0,5,17,,,,
2018casf,frc5419,25,15,-1,-1,15,0,0,0,15,,,,
2018casf,frc6718,26,16,-1,-1,14,0,0,0,14,,,,
2018casf,frc4973,27,21,-1,-1,13,0,0,0,13,,,,
2018casf,frc253,28,36,-1,-1,8,0,0,5,13,,,,
2018casf,frc6814,29,35,-1,-1,8,0,0,5,13,,,,
2018casf,frc4765,30,25,-1,-1,12,0,0,0,12,,,,
2018casf,frc581,31,29,-1,-1,11,0,0,0,11,,,,
2018casf,frc6962,32,26,-1,-1,11,0,0,0,11,,,,
2018casf,frc6662,33,32,-1,-1,10,0,0,0,10,,,,
2018casf,frc7317,34,33,-1,-1,9,0,0,0,9,,,,
2018casf,frc4186,35,37,-1,-1,8,0,0,0,8,,,,
2018casf,frc6665,36,39,-1,-1,7,0,0,0,7,,,,
2018casf,frc6981,37,38,-1,-1,7,0,0,0,7,,,,
2018casf,frc5430,38,40,-1,-1,6,0,0,0,6,,,,
2018casf,frc1458,39,42,-1,-1,5,0,0,0,5,,,,
2018casf,frc766,40,41,-1,-1,5,0,0,0,5,,,,
2018casf,frc4669,41,43,-1,-1,4,0,0,0,4,,,,
2018casj,frc254,1,1,1,1,22,16,30,5,73,1,1,,
2018casj,frc971,2,2,2,1,22,15,20,5,62,2,2,,
2018casj,frc973,3,20,1,2,15,16,30,0,61,20,20,,
2018casj,frc846,4,9,2,2,18,15,20,5,58,9,,,
2018casj,frc6418,5,3,3,1,21,14,10,0,45,,,,
2018casj,frc604,6,15,5,2,16,12,10,5,43,,,,
2018casj,frc5499,7,5,5,1,20,12,10,0,42,,,,
2018casj,frc2367,8,43,1,3,10,1,30,0,41,,43,,
2018casj,frc8,9,17,3,2,16,14,10,0,40,,,,
2018casj,frc4159,10,25,2,3,14,2,20,0,36,,,,
2018casj,frc383,11,4,4,1,20,13,0,0,33,,,,
2018casj,frc668,12,11,8,2,17,9,0,5,31,,,,
2018casj,frc2135,13,13,3,3,17,3,10,0,30,,,,
2018casj,frc4990,14,6,6,1,19,11,0,0,30,,,,
2018casj,frc670,15,7,7,1,19,10,0,0,29,,,,
2018casj,frc1072,16,18,4,2,15,13,0,0,28,,,,
2018casj,frc5924,17,10,7,2,18,10,0,0,28,,,,
2018casj,frc1868,18,33,5,3,12,5,10,0,27,,,,
2018casj,frc4904,19,8,8,1,18,9,0,0,27,,,,
2018casj,frc3132,20,39,8,3,11,8,0,8,27,,,,
2018casj,frc6883,21,23,6,3,14,6,0,5,25,,,,
2018casj,frc3482,22,29,6,2,13,11,0,0,24,,,,
2018casj,frc2144,23,16,7,3,16,7,0,0,23,,,,
2018casj,frc2035,24,19,-1,-1,15,0,0,5,20,,,,
2018casj,frc6238,25,27,-1,-1,13,0,0,5,18,,,,
2018casj,frc4669,26,14,-1,-1,16,0,0,0,16,,,,
2018casj,frc5737,27,21,-1,-1,15,0,0,0,15,,,,
2018casj,frc2643,28,26,-1,-1,14,0,0,0,14,,,,
2018casj,frc6036,29,24,-1,-1,14,0,0,0,14,,,,
2018casj,frc751,30,22,-1,-1,14,0,0,0,14,,,,
2018casj,frc2473,31,45,-1,-1,9,0,0,5,14,,,,
2018casj,frc6303,32,47,-1,-1,9,0,0,5,14,,,,
2018casj,frc4255,33,28,-1,-1,13,0,0,0,13,,,,
2018casj,frc852,34,30,-1,-1,13,0,0,0,13,,,,
2018casj,frc1967,35,32,-1,-1,12,0,0,0,12,,,,
2018casj,frc4973,36,31,-1,-1,12,0,0,0,12,,,,
2018casj,frc7245,37,34,-1,-1,12,0,0,0,12,,,,
2018casj,frc6814,38,59,-1,-1,4,0,0,8,12,,,,
2018casj,frc1700,39,37,-1,-1,11,0,0,0,11,,,,
2018casj,frc2489,40,40,-1,-1,11,0,0,0,11,,,,
2018casj,frc4186,41,36,-1,-1,11,0,0,0,11,,,,
2018casj,frc7317,42,38,-1,-1,11,0,0,0,11,,,,
2018casj,frc4171,43,41,-1,-1,10,0,0,0,10,,,,
2018casj,frc6039,44,44,-1,-1,10,0,0,0,10,,,,
2018casj,frc6410,45,42,-1,-1,10,0,0,0,10,,,,
2018casj,frc1351,46,48,-1,-1,9,0,0,0,9,,,,
2018casj,frc253,47,46,-1,-1,9,0,0,0,9,,,,
2018casj,frc2813,48,50,-1,-1,8,0,0,0,8,,,,
2018casj,frc5171,49,49,-1,-1,8,0,0,0,8,,,,
2018casj,frc581,50,51,-1,-1,8,0,0,0,8,,,,
2018casj,frc5027,51,54,-1,-1,7,0,0,0,7,,,,
2018casj,frc6619,52,52,-1,-1,7,0,0,0,7,,,,
2018casj,frc6665,53,53,-1,-1,7,0,0,0,7,,,,
2018casj,frc7308,54,56,-1,-1,6,0,0,0,6,,,,
2018casj,frc841,55,55,-1,-1,6,0,0,0,6,,,,
2018casj,frc256,56,57,-1,-1,5,0,0,0,5,,,,
2018casj,frc6884,57,58,-1,-1,5,0,0,0,5,,,,
2018casj,frc6688,58,60,-1,-1,3,0,0,0,3,,,,
2018cave,frc3512,1,2,2,1,21,15,30,5,71,2,2,,
2018cave,frc5818,2,7,2,2,18,15,30,5,68,7,7,,
2018cave,frc5199,3,1,1,1,22,16,20,5,63,1,1,,
2018cave,frc968,4,4,1,2,19,16,20,5,60,4,,,
2018cave,frc1266,5,8,3,2,17,14,10,5,46,,,,
2018cave,frc3328,6,6,5,1,18,12,10,5,45,,,,
2018cave,frc5515,7,22,2,3,12,2,30,0,44,,22,,
2018cave,frc1572,8,3,3,1,20,14,10,0,44,,,,
2018cave,frc3863,9,12,5,2,16,12,10,0,38,,,,
2018cave,frc1138,10,25,5,3,12,5,10,5,32,,,,
2018cave,frc4711,11,10,7,1,16,10,0,5,31,,,,
2018cave,frc580,12,34,1,3,9,1,20,0,30,,,,
2018cave,frc6934,13,9,6,1,17,11,0,0,28,,,,
2018cave,frc3925,14,17,4,2,14,13,0,0,27,,,,
2018cave,frc6417,15,15,7,3,15,7,0,5,27,,,,
2018cave,frc7327,16,19,6,3,13,6,0,8,27,,,,
2018cave,frc6706,17,18,6,2,14,11,0,0,25,,,,
2018cave,frc5669,18,11,8,1,16,9,0,0,25,,,,
2018cave,frc691,19,13,8,2,15,9,0,0,24,,,,
2018cave,frc6668,20,14,8,3,15,8,0,0,23,,,,
2018cave,frc4078,21,23,3,3,12,3,5,0,20,,,,
2018cave,frc114,22,16,3,0,14,0,5,0,19,,,,
2018cave,frc4913,23,33,7,2,9,10,0,0,19,,,,
2018cave,frc589,24,26,-1,-1,11,0,0,5,16,,,,
2018cave,frc6560,25,30,4,3,10,4,0,0,14,,,,
2018cave,frc4501,26,39,-1,-1,6,0,0,8,14,,,,
2018cave,frc3120,27,21,-1,-1,13,0,0,0,13,,,,
2018cave,frc4578,28,20,-1,-1,13,0,0,0,13,,,,
2018cave,frc6967,29,35,-1,-1,8,0,0,5,13,,,,
2018cave,frc5136,30,24,-1,-1,12,0,0,0,12,,,,
2018cave,frc3851,31,28,-1,-1,11,0,0,0,11,,,,
2018cave,frc6398,32,27,-1,-1,11,0,0,0,11,,,,
2018cave,frc5678,33,29,-1,-1,10,0,0,0,10,,,,
2018cave,frc7326,34,31,-1,-1,10,0,0,0,10,,,,
2018cave,frc6430,35,32,-1,-1,9,0,0,0,9,,,,
2018cave,frc5102,36,36,-1,-1,8,0,0,0,8,,,,
2018cave,frc6553,37,38,-1,-1,7,0,0,0,7,,,,
2018cave,frc6764,38,37,-1,-1,7,0,0,0,7,,,,
2018cave,frc7324,39,40,-1,-1,6,0,0,0,6,,,,
2018cave,frc7323,40,41,-1,-1,5,0,0,0,5,,,,
2018cave,frc3993,41,42,-1,-1,4,0,0,0,4,,,,
2018code,frc118,1,3,2,1,21,15,30,5,71,3,3,,
2018code,frc3005,2,17,2,2,15,15,30,5,65,17,17,,
2018code,frc1619,3,1,1,1,22,16,20,5,63,1,1,,
2018code,frc148,4,2,1,2,21,16,20,5,62,2,,,
2018code,frc4293,5,30,2,3,12,2,30,0,44,,30,,
2018code,frc1339,6,7,6,1,18,11,10,5,44,,,,
2018code,frc4550,7,6,5,1,19,12,10,0,41,,,,
2018code,frc5414,8,24,1,3,13,1,20,5,39,,,,
2018code,frc159,9,11,5,2,17,12,10,0,39,,,,
2018code,frc2996,10,4,3,1,20,14,0,5,39,,,,
2018code,frc2848,11,14,6,2,16,11,10,0,37,,,,
2018code,frc1730,12,9,7,1,18,10,0,5,33,,,,
2018code,frc1245,13,5,4,1,19,13,0,0,32,,,,
2018code,frc4499,14,16,6,3,15,6,10,0,31,,,,
2018code,frc3374,15,13,5,3,16,5,10,0,31,,,,
2018code,frc4944,16,15,7,2,16,10,0,0,26,,,,
2018code,frc1410,17,12,8,1,17,9,0,0,26,,,,
2018code,frc2240,18,19,8,2,15,9,0,0,24,,,,
2018code,frc5763,19,20,8,3,14,8,0,0,22,,,,
2018code,frc7243,20,31,-1,-1,12,0,0,8,20,,,,
2018code,frc4593,21,21,3,3,14,3,0,0,17,,,,
2018code,frc4153,22,18,4,0,15,0,0,0,15,,,,
2018code,frc5899,23,22,-1,-1,14,0,0,0,14,,,,
2018code,frc6459,24,48,-1,-1,6,0,0,8,14,,,,
2018code,frc698,25,41,4,3,9,4,0,0,13,,,,
2018code,frc1157,26,26,-1,-1,13,0,0,0,13,,,,
2018code,frc3807,27,23,-1,-1,13,0,0,0,13,,,,
2018code,frc5493,28,25,-1,-1,13,0,0,0,13,,,,
2018code,frc1584,29,29,-1,-1,12,0,0,0,12,,,,
2018code,frc3200,30,27,-1,-1,12,0,0,0,12,,,,
2018code,frc3288,31,28,-1,-1,12,0,0,0,12,,,,
2018code,frc2036,32,46,-1,-1,7,0,0,5,12,,,,
2018code,frc4068,33,52,7,3,4,7,0,0,11,,,,
2018code,frc1332,34,34,-1,-1,11,0,0,0,11,,,,
2018code,frc4386,35,33,-1,-1,11,0,0,0,11,,,,
2018code,frc5126,36,32,-1,-1,11,0,0,0,11,,,,
2018code,frc1799,37,37,-1,-1,10,0,0,0,10,,,,
2018code,frc2261,38,35,-1,-1,10,0,0,0,10,,,,
2018code,frc2945,39,38,-1,-1,10,0,0,0,10,,,,
2018code,frc3729,40,36,-1,-1,10,0,0,0,10,,,,
2018code,frc1303,41,39,-1,-1,9,0,0,0,9,,,,
2018code,frc5657,42,40,-1,-1,9,0,0,0,9,,,,
2018code,frc1583,43,43,-1,-1,8,0,0,0,8,,,,
2018code,frc4641,44,42,-1,-1,8,0,0,0,8,,,,
2018code,frc662,45,44,-1,-1,8,0,0,0,8,,,,
2018code,frc1977,46,45,-1,-1,7,0,0,0,7,,,,
2018code,frc2259,47,47,-1,-1,7,0,0,0,7,,,,
2018code,frc2083,48,49,-1,-1,6,0,0,0,6,,,,
2018code,frc3648,49,50,-1,-1,5,0,0,0,5,,,,
2018code,frc4418,50,51,-1,-1,4,0,0,0,4,,,,
2018flor,frc179,1,2,2,1,22,15,30,5,72,2,2,,
2018flor,frc4481,2,26,2,2,14,15,30,5,64,26,26,,
2018flor,frc59,3,1,1,1,22,16,20,5,63,1,1,,
2018flor,frc744,4,17,3,2,16,14,10,8,48,17,,,
